Tweet,Keluhan,Respon,Other,
@MojangPolppBDG @ridwankamil @Satpolppbdg Pengamen di pasir koja terminal bayangan suka minta maksa klo ga dikasih. https://t.co/MsQgemfOCe,Ya,,,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
Lampu PJU Jl. Setiabudhi (Sebrang Alfamart) mau di ganti sama lampu PJU yg baru? @dbmpkotabdg,,,Ya,
Gustiiiii sampe dinaekin ke trotoar biar ga kena macet ?? cc: @infobdg @ridwankamil https://t.co/bJ0DPlMf2U,Ya,,,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
"pa punteun, tukang parkir di jalan dwisartika depan parahyanganteu saropan pa, ngabereskeun motor pasedek2 parkir minta 5000 @ridwankamil",Ya,,,
"@dishub_kotabdg tempat bayar parkir motor di pvj tidak manusiawi, pas tanjakan, macet &amp; disatukan dg mobil cc @ridwankamil @relawan_bdg",Ya,,,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
"Pengen gitu punya pacar anak Bandung. Tapi kuliahnya takut terganggu. Nanti aja deh,kalo udah berhasil? Baru ke Bandung lagi @ridwankamil",,,Ya,
"RT @MojangPolppBDG: Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc:@ridwankamil @Satpolppbdg https:/…",Ya,,,
"Mohon kiranya dapat diberikan penerangan jalan umum di jalan kembar 2 kel.cigelereng,kec.regol karena sangat rawan pencurian @ridwankamil",Ya,,,
"@pdamtirtawening Air kotor/keruh sdh 1mgg+,tolong sgr diperiksa &amp; ditangani [no.langganan 00702700520] @ridwankamil https://t.co/7YypvL9AkE",Ya,,,
RT @RinaldiRamdani: @ridwankamil @Satpolppbdg kang punten tolong ditertibkan silver man di perempatan pasteur sukajadi..banyak bgt.. https:…,Ya,,,
"RT @Satpolppbdg: Tega kah buang sampah di tempat2 ini? Biasakan ngota"" dgn ga buang sampah sembarangan cc @ridwankamil @PRFMnews https://t…""",,,Ya,
RT @Satpolppbdg: Pengemis pura2 buntung ditertibkan mlm ini 21/1/16. Masih mau ngasih? cc @ridwankamil @DiskominfoBdg @PemkotBandung https:…,,Ya,,
"@pdamtirtawening air pipa di gang pepaya rt 09 rw 01 sukapura kiaracondong bocor, mhon u/ d cek",Ya,,,
"@Satpolppbdg @ridwankamil @infobandung @PRFMnews Wajah Bandung Juara, hak pejalan kaki ditutup PKL dimana Pemda ? https://t.co/7LgTdRhImf",Ya,,,
@ridwankamil @dbmpkotabdg .punten jl.Jamika tos 2 bln pju na pareum teu acan di lereskeun pasca pohon tumbang sareng tiang listrik tumbang.,Ya,,,
"Via : @dadang2301: Wajah Bandung Juara, hak pejalan kaki ditutup PKL dimana Pemda?  @Satpolppbdg @ridwankamil  https://t.co/FTmx2668WH",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@PRFMnews @dadang2301 @Satpolppbdg @ridwankamil betul kang eta cicadas msh bandel.. nu parkir sisi jln di pr3an n becak oge bikin macet,Ya,,,
"RT @PRFMnews: Via : @dadang2301: Wajah Bandung Juara, hak pejalan kaki ditutup PKL dimana Pemda?  @Satpolppbdg @ridwankamil  https://t.co/F…",Ya,,,
Trotoar masjid agung itu bukan tempat parkir @ridwankamil @Satpolppbdg https://t.co/HBbEORBY0a,Ya,,,
"RT @mazNOT: Yuk, masih ada waktu GalangDana https://t.co/16GGJfixdr https://t.co/NvCxm6gmta  #HidupAdalahUdunan  ~p'@ridwankamil https://t.…",,,Ya,
RT @denurha_pdk: Trotoar masjid agung itu bukan tempat parkir @ridwankamil @Satpolppbdg https://t.co/HBbEORBY0a,Ya,,,
"Malu donk klo masih nyampah sembarangan, tuh lihat tong sampah nya sudah disediakan cc: @ridwankamil @denurha_pdk https://t.co/1uFXMPtx3C",,,Ya,
@ridwankamil pak jl otista pasar baru kunaon d tutup? Tadi banyak polisi,Ya,,,
"pak @ridwankamil kok taman yg di sulanjana jadi crowded gara2 parkiran yg ngga teratur, terus tarifnya suka ngga kira2 :(",Ya,,,
Msh ada yg suka City Sanctuary satu2nya di Kt Bdg. Blekok Rancabayawak @ridwankamil @PemkotBandung @cisarantenkidu1 https://t.co/B8FLgXZXzZ,,,Ya,
RT @adiraksa: Msh ada yg suka City Sanctuary satu2nya di Kt Bdg. Blekok Rancabayawak @ridwankamil @PemkotBandung @cisarantenkidu1 https://t…,,,Ya,
"@BDGcleanaction @GPSbdg keliatannya masalah klasik. ketegasan, kejelasan hukum. semua tau, tp kok gak jalan ya? colek pak @ridwankamil",,,Ya,
@PRFMnews @Satpolppbdg @infobdg jalan setiabudi yg dulunya kampung baso dipakai julalan laser hijau https://t.co/zPdcV2JjrU,Ya,,,
RT @adiraksa: Msh ada yg suka City Sanctuary satu2nya di Kt Bdg. Blekok Rancabayawak @ridwankamil @PemkotBandung @cisarantenkidu1 https://t…,,,Ya,
"RT @YudiansyahSE: @BDGcleanaction @GPSbdg keliatannya masalah klasik. ketegasan, kejelasan hukum. semua tau, tp kok gak jalan ya? colek pak…",,,Ya,
RT @denurha_pdk: Trotoar masjid agung itu bukan tempat parkir @ridwankamil @Satpolppbdg https://t.co/HBbEORBY0a,Ya,,,
Pa @ridwankamil tdi aya mobil jeep naek ka trotoar jalan di wastukencana arah bip sampai merusak tiang lampu dan batu bulat jg ancur,Ya,,,
"@ridwankamil pak, maaf ganggu pg2 tlg di cek ada kabel yg ngejuntai dijln sriwijaya bdg. krn sering dilalui kendaraan besar jd suka nyangkut",Ya,,,
"RT @withloverent: @ridwankamil pak, maaf ganggu pg2 tlg di cek ada kabel yg ngejuntai dijln sriwijaya bdg. krn sering dilalui kendaraan bes…",Ya,,,
@pdamtirtawening gimana di perum flamingo dadali no langganan 00702110690..sdh 2 hari ini air nya tdk jalan nih tolong pdam thx,Ya,,,
Selmt pagi min @pdamtirtawening mau tanya kalo pemasangan baru biayanya berapa persyaratanya apa saja ? Utk daerah babakan sari Kircon. Thx,,,Ya,
"RT @YudiansyahSE: @BDGcleanaction @GPSbdg keliatannya masalah klasik. ketegasan, kejelasan hukum. semua tau, tp kok gak jalan ya? colek pak…",,,Ya,
"RT @PRFMnews: Via : @dadang2301: Wajah Bandung Juara, hak pejalan kaki ditutup PKL dimana Pemda?  @Satpolppbdg @ridwankamil  https://t.co/F…",Ya,,,
@pdamtirtawening sepertinya ada pipa pdam bocor d depan sekitar jl anggrek 46 dkt tmn spr hero mhn dicek cc @ridwankamil,Ya,,,
"Dicari anak hilang,bernama Azhar,tidak memakai kaca mata,murid SMK 7.Mohon bantuan cc: @ridwankamil @Satpolppbdg https://t.co/Y3quwEqqhQ",Ya,,,
"RT @pdkebersihanbdg: Silahkan duduk santai disitu, tp ingat sampahnya simpan kekodok yg ada dipinggir mu #BandungBersih cc: @ridwankamil ht…",,,Ya,
"1. Cara kurangi parkir di bahu jln adalah konsisten pd tata ruang, skrg resto, hotel &amp; cafe ada dimana-mana cc @PRFMnews @dishub_kotabdg",,,Ya,
"RT @eka_harijanto: 1. Cara kurangi parkir di bahu jln adalah konsisten pd tata ruang, skrg resto, hotel &amp; cafe ada dimana-mana cc @PRFMnews…",,,Ya,
"2. Tdk banyak gd parkir yg tersedia, banyak tempat usaha yg tdk sediakan lahan parkir, lihat di Martadinata cc @PRFMnews @dishub_kotabdg",Ya,,,
"RT @eka_harijanto: 2. Tdk banyak gd parkir yg tersedia, banyak tempat usaha yg tdk sediakan lahan parkir, lihat di Martadinata cc @PRFMnews…",Ya,,,
"3. Marka jln utk parkir perlu diperbanyak agr warga tahu blh parkir atau tdk, termasuk rambu @PRFMnews @dishub_kotabdg",,,Ya,
@ridwankamil pak ini parkir atau berhenti? Atau lagi jalan kaki? https://t.co/T1IkFyuwX2,,,Ya,
"RT @eka_harijanto: 3. Marka jln utk parkir perlu diperbanyak agr warga tahu blh parkir atau tdk, termasuk rambu @PRFMnews @dishub_kotabdg",,,Ya,
Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/PE0NLQ39aX,,,Ya,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
Trotoar milyaran kanggo parkir nu gaduh mobil aduh gusti @ridwankamil  https://t.co/DUvdArwxrX,Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
@Satpolppbdg @ridwankamil @DiskominfoBdg @PemkotBandung pernah saya lihat pengemis nuker uang 200rb perhari. Gaji Saya aja kalah ama mreka,,,Ya,
@ridwankamil kang masa ada tanda s masih aja parkir sembarangan?(dpn BI) @infobandung @infobdg @PRFMnews,Ya,,,
@ridwankamil kang masa udh ada tanda s masih parkir sembarangan ?(dpn BI) @infobdg @infobandung @PRFMnews,Ya,,,
@ridwankamil  kang di n*t 86 kan lagi rame ya ... Ini parkir atau berhenti masih sama saja ??? https://t.co/gaFHdddYhr,,,Ya,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
@ridwankamil kang masa udh ada tanda S masih parkir sembarangan? (Depan BI) @PRFMnews @infobdg @infobandung https://t.co/TPMEn2mjct,Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
09.43 RT @TanpaNam48 @ridwankamil kang masa udh ada tanda S masih parkir sembarangan? (Depan BI)  cc @dishub_kotabdg https://t.co/C23FLFSfGR,Ya,,,
RT @PRFMnews: 09.43 RT @TanpaNam48 @ridwankamil kang masa udh ada tanda S masih parkir sembarangan? (Depan BI)  cc @dishub_kotabdg https://…,Ya,,,
#suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.co/kdWvPTheu5,Ya,,,
"@GPSbdg @dbmpkotabdg @CoblongJITU @Satpolppbdg @CFDinfo yg buang sampah sembarang katanya kena denda perda,kalo sumbernya kedenda ato tidak?",,,Ya,
"@dishub_kotabdg di tubagus ismail ada caffe2 baru, tdk support parkir, sehingga banyak mobil parkir nutupin badan jalan, hampir setengahnya!",Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
@dbmpkotabdg jalan jakarta tikungan arah cicadas dkt pos polisi berlubang mhn di perbaiki. Nuhun,Ya,,,
RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.…,Ya,,,
"Kang @ridwankamil, kalo ini parkir ato stop ya? xixixixi.... Mobil polisi nya juara... ?? https://t.co/rgstCOA5dt",,,Ya,
RT @PRFMnews: 09.43 RT @TanpaNam48 @ridwankamil kang masa udh ada tanda S masih parkir sembarangan? (Depan BI)  cc @dishub_kotabdg https://…,Ya,,,
"RT @bonisoehakso: Kang @ridwankamil, kalo ini parkir ato stop ya? xixixixi.... Mobil polisi nya juara... ?? https://t.co/rgstCOA5dt",,,Ya,
RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.…,Ya,,,
"@infobdg @TanpaNam48 @dishub_kotabdg @IWGinting @ridwankamil wah, lumayan tuh buat nambahin uang negara, dikalikan berapa puluh motor tuh.",,,Ya,
RT @TanpaNam48: @ridwankamil kang masa udh ada tanda S masih parkir sembarangan? (Depan BI) @PRFMnews @infobdg @infobandung https://t.co/TP…,Ya,,,
"Pak @ridwankamil ini beneran d bandung, ?????? G hoax kan????? Trotoar berubah jd lahan parkir,, https://t.co/SxcDuL3iii",Ya,,,
RT @hilmanm_: @dbmpkotabdg jalan #jakarta tikungan arah cicadas dkt pos polisi berlubang mhn di perbaiki. Nuhun https://t.co/4hNHHMqFOi,Ya,,,
RT @PRFMnews: 09.43 RT @TanpaNam48 @ridwankamil kang masa udh ada tanda S masih parkir sembarangan? (Depan BI)  cc @dishub_kotabdg https://…,Ya,,,
#LiveReport: 3 Partai Besar Dekati Kang Emil jadi Gubernur DKI Jakarta. Tidak etis jika saya sebutkan sekarang,,,Ya,
#LiveReport: 3 Partai Besar Dekati Kang Emil jadi Gubernur DKI Jakarta. Tidak etis jika saya sebutkan sekarang,,,Ya,
"@MojangPolppBDG @Satpolppbdg @ridwankamil baiknya cariin 1 tempat/halaman dalam rmh/ruko yg mau disewakan, jd CFD trotoar bdn jln bebas PKL.",,,Ya,
@PRFMnews @TanpaNam48 @ridwankamil @dishub_kotabdg Taman nya OKE...lahan PARKIR untuk Pengunjung NOK...,Ya,,,
@MojangPolppBDG @Satpolppbdg @ridwankamil jadi di CFD ada SATU tempat khusus dalam halaman rumah/ruko untuk titik poin PKL berjualan,,,Ya,
Emang S sama P apa bedanya ya??? @infobdg @TanpaNam48 @dishub_kotabdg @IWGinting,,,Ya,
"RT @bonisoehakso: Kang @ridwankamil, kalo ini parkir ato stop ya? xixixixi.... Mobil polisi nya juara... ?? https://t.co/rgstCOA5dt",,,Ya,
"Pohon pinggir kali Cibeunying Jl Labuan mohon dirapihkan, agar tidak mengganggu kabel listrik @diskamtam @mazNOT https://t.co/Lx3Dm9Jye2",Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"@eka_harijanto @PRFMnews @dishub_kotabdg resto&amp;cafe atau appn,diwajibkan pny lahan parkir pribadi agr tdk mmkan bahu jalan #maafnimbrung",,,Ya,
RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.…,Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
"RT @bonisoehakso: Kang @ridwankamil, kalo ini parkir ato stop ya? xixixixi.... Mobil polisi nya juara... ?? https://t.co/rgstCOA5dt",,,Ya,
"@YipGunta @ridwankamil dilarang parkir di jalan, parkirnya di trotoar. Solutif pak polisinya.",Ya,,,
"RT @bonisoehakso: Kang @ridwankamil, kalo ini parkir ato stop ya? xixixixi.... Mobil polisi nya juara... ?? https://t.co/rgstCOA5dt",,,Ya,
@infobdg @TanpaNam48 @dishub_kotabdg @IWGinting harus ada edukasi lagi kpd masy utk rambu DILARANG PARKIR DAN DILARANG BERHENTI.,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
Pak @ridwankamil Tower/BTS yg sdh dibongkar ternyata dibangun kembali&amp;tdk ada tindakan yg tegas dr lurah situsaeur. https://t.co/DmC5QFjNX3,Ya,,,
"@infobdg @TanpaNam48 @dishub_kotabdg @IWGinting Dilarang berhenti, bukan dilarang parkir. Gitu sih rambunya.. ????",,,Ya,
Asssiiiikkk... yuk jalan2 sekalian belajar di museum geologi bdg  #soulgtlovebandung @YamahaIndonesia  @ridwankamil https://t.co/J5Lv1Ri3f4,,,Ya,
@ridwankamil @Satpolppbdg Tower yg sdh dibongkar ternyata dibangun kembali&amp;tdk ada tindakan tegas dr lurah situsaeur https://t.co/HdmlYNtFB6,Ya,,,
@ridwankamil @Satpolppbdg pembangunan Tower tsb dimulai dr hr jum'at tgl 22-01-2016. Saya sdh lapor ke lurah situsaeur&amp;camat bojongloa kidul,Ya,,,
Kondisi trotoar ujung ayani ke asia afrika. @ridwankamil @PRFMnews @soowooBDG @se_bdg @infobandung https://t.co/vLCqGv2qqr,Ya,,,
RT @RoadSafetyBdg: Kondisi trotoar ujung ayani ke asia afrika. @ridwankamil @PRFMnews @soowooBDG @se_bdg @infobandung https://t.co/vLCqGv2q…,Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
RT @RoadSafetyBdg: Kondisi trotoar ujung ayani ke asia afrika. @ridwankamil @PRFMnews @soowooBDG @se_bdg @infobandung https://t.co/vLCqGv2q…,Ya,,,
"RT @JuviaMonicka: yg LDR.an Bandung -jkt nantinya bisa meet up tiap hari, cz ada kereta cepet ???? ,so ga usah galau ya pak @ridwankamil",,,Ya,
RT @HendraSyauqi: @ridwankamil @Satpolppbdg Tower yg sdh dibongkar ternyata dibangun kembali&amp;tdk ada tindakan tegas dr lurah situsaeur http…,Ya,,,
RT @HendraSyauqi: Pak @ridwankamil Tower/BTS yg sdh dibongkar ternyata dibangun kembali&amp;tdk ada tindakan yg tegas dr lurah situsaeur. https…,Ya,,,
RT @GPSbdg: Flyer dan brosur makin banyak di #CFD. Yuk kolaborasi @CoblongJITU untuk kurangi distribusinya. Cc: @Satpolppbdg https://t.co/P…,,,Ya,
"@ridwankamil usul kang, eh nanya deng, lampu-lampu jalan yg mati bisa diperbaiki secepatnya ga?",Ya,,,
"Pa @ridwankamil d balkot ada yg minta &amp; rada maksa ke pengunjung buat udunan nyumbang dia dgn alesan mau pulkam  cc: @infobdg""",Ya,,,
"Bapak @ridwankamil saya mau tanya klau sungai citarum d'keruk apakah d'bwah nya ada mata air/membuat sumur panjang???""",,,Ya,
@Satpolppbdg @ridwankamil  eta mah anu sok nongkrong di lodaya . anu parorenges ????,,,Ya,
@soowooBDG @se_bdg @Mitra_AbdillahL @ridwankamil terima kasih atas informasinya sudah tidak ada mobil yg parkir di tempat tersebut pak.,,,Ya,
"@PRFMnews @TanpaNam48 @ridwankamil @dishub_kotabdg gara2 ada 1 parkir semua ngikutin, hrs lebih tegas pemkot dan aparat, tegakkan peraturan",Ya,,,
Pak @ridwankamil di jalan babakan cianjur jalan na meuni seeur balongan pak. Mohon segera di betul kan pak https://t.co/8uZo5AefQj,Ya,,,
Ented | 13.05  Benarkah untuk disumbangkan kepada anak yatim piatu? cc @Dinsos_BDG @Satpolppbdg https://t.co/twce3oVLp1,,,Ya,
RT @PRFMnews: Ented | 13.05  Benarkah untuk disumbangkan kepada anak yatim piatu? cc @Dinsos_BDG @Satpolppbdg https://t.co/twce3oVLp1,,,Ya,
Mohon bantuan dan perhatian untuk jalan rusak di jl. Sariasih 1 kel sarijadi @KelSarijadi @dbmpkotabdg @ridwankamil https://t.co/FM5g9MPTL6,Ya,,,
Usul nih u parkir ditrotoar di tempelin stiker yg sulit di cabut/dibersihkan gmn kang @ridwankamil @Satpolppbdg @OdedMD,,,Ya,
RT @infobdg: #suaraBDG via @TanpaNam48: masa udh ada tanda S masih parkir sembarangan? (Depan BI) cc: @dishub_kotabdg @IWGinting https://t.…,Ya,,,
tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,,Ya,
RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,,Ya,
"@ridwankamil @dbmpkotabdg @pjudbmpbdg @Liomarra sepanjang jalan soekarno hatta jg ga ada lampu pak, gelap pisan pdhl mobil ngebut2",Ya,,,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@ridwankamil @exrul itu dipost lagi karena ada video polantas g bisa bedain parkir sama berhenti kang. jadi maen tilang suka-suka.,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
"RT @ridwankamil: Barudak bandung nu sok mabal sakola, siap2 ditewak @Satpolppbdg . Omat! https://t.co/SnQoSK9sMQ",,,Ya,
@ridwankamil @Satpolppbdg Tower yg sdh dibongkar ternyata dibangun kembali&amp;tdk ada tindakan tegas dr lurah situsaeur https://t.co/Z08Irt0JXM,Ya,,,
@adezpiring @ridwankamil @pjudbmpbdg kalau sepanjang jl Sukarno Hatta PJU hanya menyala 1 atau 2 buah mungkin td malam sdh banyak laporan,Ya,,,
@ridwankamil kata saya mah kalo kreta untuk bisnis baru pikir BEP. Untuk masyarakat mah rugi/BEP lama balik pemerintah ga apa2 ya pak? Haha,,,Ya,
Di antos pisan pak.  Nuhun.  RT@dbmpkotabdg: @ridwankamil @pjudbmpbdg  siap,,,Ya,
RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,,Ya,
"RT @dbmpkotabdg: @adezpiring @ridwankamil @pjudbmpbdg @Liomarra lampu PJU ada, nnt kami cek juga. Hatur nuhun",,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
Kang untk yg kena jalur kreta cepat gmana. Karna kmpung saya skitar 50m di smping jalan tol ciplarang  d km 114 @ridwankamil,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
RT @ridwankamil: tim @dbmpkotabdg @pjudbmpbdg mohon dibantu minggu ini. nuhun https://t.co/6NWLmLQ9OP,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
@dbmpkotabdg @ridwankamil @pjudbmpbdg leuwi panjang-bunderan cibiru tiap saya lewat gelap kok,Ya,,,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
RT @Satpolppbdg: Patroli hari ini menyisir sktr Pasteur &amp; menemukan pangkalan manusia silver. Masih mau ngasih juga? cc @ridwankamil https:…,,,Ya,
